snapshot_date,sku,product_name,category,warehouse,current_stock_kg,avg_daily_sales,days_no_movement,last_sale_date,lead_time_days,safety_stock,reorder_point,ideal_stock,needs_reorder,unit_cost_inr,total_value_inr,monthly_holding_cost,aging_bucket,is_dead_stock,health_score,supplier
2023-09-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,69.26,2.75,10,2023-08-22,7,38,57,71,0,553.85,38359.65,690.47,0-30 days,0,98.0,Rajkot Agro Milling Associates
2023-09-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,815.15,23.92,2,2023-08-30,5,287,407,570,0,124.35,101363.9,1824.55,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2023-09-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,2382.15,53.54,15,2023-08-17,5,803,1071,1499,0,117.04,278806.84,5018.52,0-30 days,0,97.1,Gujarat Agro Seeds Pvt Ltd
2023-09-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,630.77,14.59,12,2023-08-20,6,233,321,449,0,151.52,95574.27,1720.34,0-30 days,0,95.4,Kathiawar Peanut Processors
2023-09-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,590.49,18.32,14,2023-08-18,5,275,367,514,0,134.8,79598.05,1432.76,0-30 days,0,89.8,Shakti Packaging Industries
2023-09-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,46.17,1.0,7,2023-08-25,10,20,30,38,0,4305.4,198780.32,3578.05,0-30 days,0,91.7,Industrial Chemicals Feedstock Co
2023-09-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,125.34,3.81,3,2023-08-29,7,65,92,115,0,553.85,69419.56,1249.55,0-30 days,0,97.0,Rajkot Agro Milling Associates
2023-09-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,337.74,9.2,11,2023-08-21,5,138,184,258,0,124.35,41997.97,755.96,0-30 days,0,96.4,Healthy Bran Oils Pvt Ltd
2023-09-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,1093.34,33.65,16,2023-08-16,5,437,605,847,0,117.04,127964.51,2303.36,0-30 days,0,95.9,Gujarat Agro Seeds Pvt Ltd
2023-09-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,495.73,13.02,7,2023-08-25,6,182,260,364,0,151.52,75113.01,1352.03,0-30 days,0,94.4,Kathiawar Peanut Processors
2023-09-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,703.56,27.48,12,2023-08-20,5,357,494,692,0,134.8,94839.89,1707.12,0-30 days,0,88.5,Shakti Packaging Industries
2023-09-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,42.97,1.0,19,2023-08-13,10,18,28,35,0,4305.4,185003.04,3330.05,0-30 days,0,89.1,Industrial Chemicals Feedstock Co
2023-09-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,27.37,1.0,9,2023-08-23,7,15,22,28,0,553.85,15158.87,272.86,0-30 days,0,93.3,Rajkot Agro Milling Associates
2023-09-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,290.18,8.1,14,2023-08-18,5,105,146,204,0,124.35,36083.88,649.51,0-30 days,0,93.0,Healthy Bran Oils Pvt Ltd
2023-10-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,4586.5,140.2,9,2023-09-22,5,1682,2383,3336,0,117.04,536803.96,9662.47,0-30 days,0,91.4,Gujarat Agro Seeds Pvt Ltd
2023-10-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,1496.01,41.28,13,2023-09-18,6,537,785,1099,0,151.52,226675.44,4080.16,0-30 days,0,95.0,Kathiawar Peanut Processors
2023-10-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,930.98,40.17,13,2023-09-18,5,482,683,956,0,134.8,125496.1,2258.93,0-30 days,0,90.8,Shakti Packaging Industries
2023-10-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,156.52,4.37,6,2023-09-25,10,74,118,148,0,4305.4,673881.21,12129.86,0-30 days,0,96.5,Industrial Chemicals Feedstock Co
2023-10-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,109.67,3.73,17,2023-09-14,7,52,78,98,0,553.85,60740.73,1093.33,0-30 days,0,90.4,Rajkot Agro Milling Associates
2023-10-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,1010.74,27.24,11,2023-09-20,5,327,463,648,0,124.35,125685.52,2262.34,0-30 days,0,93.8,Healthy Bran Oils Pvt Ltd
2023-10-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,2185.19,65.43,7,2023-09-24,5,981,1308,1831,0,117.04,255754.64,4603.58,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2023-10-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,722.76,16.51,4,2023-09-27,6,264,363,508,0,151.52,109512.6,1971.23,0-30 days,0,98.0,Kathiawar Peanut Processors
2023-10-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,554.43,21.91,7,2023-09-24,5,329,439,615,0,134.8,74737.16,1345.27,0-30 days,0,98.0,Shakti Packaging Industries
2023-10-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,36.33,1.0,18,2023-09-13,10,20,30,38,0,4305.4,156415.18,2815.47,0-30 days,0,88.2,Industrial Chemicals Feedstock Co
2023-10-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,154.89,5.16,16,2023-09-15,7,88,124,155,0,553.85,85785.83,1544.14,0-30 days,0,89.1,Rajkot Agro Milling Associates
2023-10-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,369.64,10.48,8,2023-09-23,5,157,209,293,0,124.35,45964.73,827.37,0-30 days,0,96.0,Healthy Bran Oils Pvt Ltd
2023-10-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,1543.23,41.13,4,2023-09-27,5,535,741,1037,0,117.04,180619.64,3251.15,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2023-10-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,646.78,14.74,6,2023-09-25,6,206,294,412,0,151.52,98000.11,1764.0,0-30 days,0,98.0,Kathiawar Peanut Processors
2023-10-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,746.66,32.86,12,2023-09-19,5,427,591,827,0,134.8,100649.77,1811.7,0-30 days,0,85.1,Shakti Packaging Industries
2023-10-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,39.49,1.0,22,2023-09-09,10,18,28,35,0,4305.4,170020.25,3060.36,0-30 days,0,87.2,Industrial Chemicals Feedstock Co
2023-10-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,26.4,1.0,7,2023-09-24,7,15,22,28,0,553.85,14621.64,263.19,0-30 days,0,97.6,Rajkot Agro Milling Associates
2023-10-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,317.79,9.22,2,2023-09-29,5,120,166,232,0,124.35,39517.19,711.31,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2023-11-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,2793.73,137.5,13,2023-10-19,5,1650,2338,3273,0,117.04,326978.16,5885.61,0-30 days,0,91.4,Gujarat Agro Seeds Pvt Ltd
2023-11-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,1210.22,44.1,7,2023-10-25,6,573,838,1173,0,151.52,183372.53,3300.71,0-30 days,0,98.0,Kathiawar Peanut Processors
2023-11-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,1139.79,42.59,13,2023-10-19,5,511,724,1014,0,134.8,153643.69,2765.59,0-30 days,0,92.7,Shakti Packaging Industries
2023-11-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,178.84,4.37,13,2023-10-19,10,74,118,148,0,4305.4,769977.74,13859.6,0-30 days,0,91.7,Industrial Chemicals Feedstock Co
2023-11-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,108.62,3.94,10,2023-10-22,7,55,83,104,0,553.85,60159.19,1082.87,0-30 days,0,97.5,Rajkot Agro Milling Associates
2023-11-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,706.18,27.69,14,2023-10-18,5,332,470,658,0,124.35,87813.48,1580.64,0-30 days,0,93.0,Healthy Bran Oils Pvt Ltd
2023-11-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1644.08,64.17,15,2023-10-17,5,963,1284,1798,0,117.04,192423.12,3463.62,0-30 days,0,93.9,Gujarat Agro Seeds Pvt Ltd
2023-11-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,508.71,17.64,13,2023-10-19,6,282,388,543,0,151.52,77079.74,1387.44,0-30 days,0,95.1,Kathiawar Peanut Processors
2023-11-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,697.33,23.23,6,2023-10-26,5,348,464,650,0,134.8,94000.08,1692.0,0-30 days,0,98.0,Shakti Packaging Industries
2023-11-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,35.93,1.0,5,2023-10-27,10,20,30,38,0,4305.4,154693.02,2784.47,0-30 days,0,95.1,Industrial Chemicals Feedstock Co
2023-11-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,163.79,5.46,17,2023-10-15,7,93,131,164,0,553.85,90715.09,1632.87,0-30 days,0,89.6,Rajkot Agro Milling Associates
2023-11-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,315.95,10.65,6,2023-10-26,5,160,213,298,0,124.35,39288.38,707.19,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2023-11-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,1127.47,40.33,15,2023-10-17,5,524,726,1016,0,117.04,131959.09,2375.26,0-30 days,0,94.7,Gujarat Agro Seeds Pvt Ltd
2023-11-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,461.87,15.75,10,2023-10-22,6,220,314,440,0,151.52,69982.54,1259.69,0-30 days,0,92.1,Kathiawar Peanut Processors
2023-11-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,821.13,34.85,11,2023-10-21,5,453,627,878,0,134.8,110688.32,1992.39,0-30 days,0,81.3,Shakti Packaging Industries
2023-11-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,35.64,1.0,14,2023-10-18,10,18,28,35,0,4305.4,153444.46,2762.0,0-30 days,0,92.5,Industrial Chemicals Feedstock Co
2023-11-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,26.17,1.0,9,2023-10-23,7,15,22,28,0,553.85,14494.25,260.9,0-30 days,0,95.3,Rajkot Agro Milling Associates
2023-11-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,207.14,9.37,3,2023-10-29,5,122,169,237,0,124.35,25757.86,463.64,0-30 days,0,94.4,Healthy Bran Oils Pvt Ltd
2023-12-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,3083.12,138.32,6,2023-11-25,5,1660,2352,3293,0,117.04,360848.36,6495.27,0-30 days,0,93.6,Gujarat Agro Seeds Pvt Ltd
2023-12-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,1127.47,43.26,15,2023-11-16,6,562,822,1151,0,151.52,170834.25,3075.02,0-30 days,0,88.0,Kathiawar Peanut Processors
2023-12-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,871.26,42.61,4,2023-11-27,5,511,724,1014,0,134.8,117445.85,2114.03,0-30 days,0,98.0,Shakti Packaging Industries
2023-12-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,162.95,4.43,7,2023-11-24,10,75,119,149,0,4305.4,701564.93,12628.17,0-30 days,0,98.0,Industrial Chemicals Feedstock Co
2023-12-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,98.13,3.62,4,2023-11-27,7,51,76,95,0,553.85,54349.3,978.29,0-30 days,0,95.0,Rajkot Agro Milling Associates
2023-12-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,720.32,27.91,7,2023-11-24,5,335,475,665,0,124.35,89571.79,1612.29,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2023-12-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1999.24,64.55,7,2023-11-24,5,968,1291,1807,0,117.04,233991.05,4211.84,0-30 days,0,93.8,Gujarat Agro Seeds Pvt Ltd
2023-12-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,571.31,17.3,9,2023-11-22,6,277,381,533,0,151.52,86564.89,1558.17,0-30 days,0,94.7,Kathiawar Peanut Processors
2023-12-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,557.18,23.24,8,2023-11-23,5,349,465,651,0,134.8,75107.86,1351.94,0-30 days,0,97.7,Shakti Packaging Industries
2023-12-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,37.59,1.0,24,2023-11-07,10,20,30,38,0,4305.4,161839.99,2913.12,0-30 days,0,91.0,Industrial Chemicals Feedstock Co
2023-12-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,128.68,5.01,2,2023-11-29,7,85,120,150,0,553.85,71269.42,1282.85,0-30 days,0,96.6,Rajkot Agro Milling Associates
2023-12-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,271.21,10.73,10,2023-11-21,5,161,215,301,0,124.35,33724.96,607.05,0-30 days,0,92.5,Healthy Bran Oils Pvt Ltd
2023-12-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,1020.07,40.58,8,2023-11-23,5,528,731,1023,0,117.04,119388.99,2149.0,0-30 days,0,91.4,Gujarat Agro Seeds Pvt Ltd
2023-12-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,491.16,15.45,17,2023-11-14,6,216,309,433,0,151.52,74420.56,1339.57,0-30 days,0,87.8,Kathiawar Peanut Processors
2023-12-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,775.55,34.86,11,2023-11-20,5,453,627,878,0,134.8,104544.14,1881.79,0-30 days,0,82.3,Shakti Packaging Industries
2023-12-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,36.78,1.0,16,2023-11-15,10,18,28,35,0,4305.4,158352.61,2850.35,0-30 days,0,95.1,Industrial Chemicals Feedstock Co
2023-12-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,26.39,1.0,5,2023-11-26,7,15,22,28,0,553.85,14616.1,263.09,0-30 days,0,98.0,Rajkot Agro Milling Associates
2023-12-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,234.59,9.45,4,2023-11-27,5,123,170,238,0,124.35,29171.27,525.08,0-30 days,0,93.2,Healthy Bran Oils Pvt Ltd
2024-01-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,3598.37,141.32,11,2023-12-21,5,1696,2403,3364,0,123.76,445334.27,8016.02,0-30 days,0,90.4,Gujarat Agro Seeds Pvt Ltd
2024-01-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,1109.61,43.77,17,2023-12-15,6,569,832,1165,0,160.22,177781.71,3200.07,0-30 days,0,96.1,Kathiawar Peanut Processors
2024-01-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,820.82,38.66,17,2023-12-15,5,464,657,920,0,142.54,116999.68,2105.99,0-30 days,0,93.7,Shakti Packaging Industries
2024-01-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,166.63,4.64,24,2023-12-08,10,79,125,156,0,4552.6,758599.74,13654.8,0-30 days,0,84.4,Industrial Chemicals Feedstock Co
2024-01-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,98.51,3.77,16,2023-12-16,7,53,79,99,0,585.65,57692.38,1038.46,0-30 days,0,88.6,Rajkot Agro Milling Associates
2024-01-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,735.94,28.69,14,2023-12-18,5,344,487,682,0,131.5,96776.11,1741.97,0-30 days,0,90.6,Healthy Bran Oils Pvt Ltd
2024-01-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1651.35,65.95,13,2023-12-19,5,989,1319,1847,0,123.76,204371.08,3678.68,0-30 days,0,94.0,Gujarat Agro Seeds Pvt Ltd
2024-01-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,594.2,17.51,9,2023-12-23,6,280,385,539,0,160.22,95202.72,1713.65,0-30 days,0,94.6,Kathiawar Peanut Processors
2024-01-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,592.88,21.09,6,2023-12-26,5,316,421,589,0,142.54,84509.12,1521.16,0-30 days,0,93.6,Shakti Packaging Industries
2024-01-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,43.12,1.0,17,2023-12-15,10,20,30,38,0,4552.6,196308.11,3533.55,0-30 days,0,87.4,Industrial Chemicals Feedstock Co
2024-01-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,150.71,5.22,15,2023-12-17,7,89,126,158,0,585.65,88263.31,1588.74,0-30 days,0,94.0,Rajkot Agro Milling Associates
2024-01-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,269.79,11.03,13,2023-12-19,5,165,220,308,0,131.5,35477.39,638.59,0-30 days,0,96.1,Healthy Bran Oils Pvt Ltd
2024-01-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,1068.13,41.46,8,2023-12-24,5,539,746,1044,0,123.76,132191.77,2379.45,0-30 days,0,94.4,Gujarat Agro Seeds Pvt Ltd
2024-01-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,454.73,15.63,14,2023-12-18,6,219,313,438,0,160.22,72856.84,1311.42,0-30 days,0,91.0,Kathiawar Peanut Processors
2024-01-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,694.75,31.64,9,2023-12-23,5,411,569,797,0,142.54,99029.66,1782.53,0-30 days,0,89.3,Shakti Packaging Industries
2024-01-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,40.24,1.0,20,2023-12-12,10,18,28,35,0,4552.6,183196.62,3297.54,0-30 days,0,88.3,Industrial Chemicals Feedstock Co
2024-01-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,30.87,1.0,7,2023-12-25,7,15,22,28,0,585.65,18079.02,325.42,0-30 days,0,97.3,Rajkot Agro Milling Associates
2024-01-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,238.44,9.71,4,2023-12-28,5,126,175,245,0,131.5,31354.86,564.39,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2024-02-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,3202.1,124.12,15,2024-01-17,5,1489,2110,2954,0,123.76,396291.9,7133.25,0-30 days,0,94.2,Gujarat Agro Seeds Pvt Ltd
2024-02-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,1035.95,38.9,17,2024-01-15,6,506,739,1035,0,160.22,165979.91,2987.64,0-30 days,0,92.3,Kathiawar Peanut Processors
2024-02-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,950.46,36.81,15,2024-01-17,5,442,626,876,0,142.54,135478.57,2438.61,0-30 days,0,91.0,Shakti Packaging Industries
2024-02-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,162.36,4.29,6,2024-01-26,10,73,116,145,0,4552.6,739160.14,13304.88,0-30 days,0,92.1,Industrial Chemicals Feedstock Co
2024-02-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,70.17,3.14,3,2024-01-29,7,44,66,82,0,585.65,41095.06,739.71,0-30 days,0,98.0,Rajkot Agro Milling Associates
2024-02-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,649.33,27.13,4,2024-01-28,5,326,462,647,0,131.5,85386.9,1536.96,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2024-02-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1401.4,57.92,17,2024-01-15,5,869,1159,1623,0,123.76,173437.26,3121.87,0-30 days,0,95.7,Gujarat Agro Seeds Pvt Ltd
2024-02-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,478.52,15.56,7,2024-01-25,6,249,342,479,0,160.22,76668.47,1380.03,0-30 days,0,92.9,Kathiawar Peanut Processors
2024-02-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,557.94,20.08,9,2024-01-23,5,301,401,561,0,142.54,79528.77,1431.52,0-30 days,0,91.7,Shakti Packaging Industries
2024-02-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,36.34,1.0,9,2024-01-23,10,20,30,38,0,4552.6,165441.48,2977.95,0-30 days,0,96.2,Industrial Chemicals Feedstock Co
2024-02-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,128.21,4.35,10,2024-01-22,7,74,104,130,0,585.65,75086.19,1351.55,0-30 days,0,92.4,Rajkot Agro Milling Associates
2024-02-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,322.52,10.43,11,2024-01-21,5,156,208,291,0,131.5,42411.38,763.4,0-30 days,0,95.7,Healthy Bran Oils Pvt Ltd
2024-02-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,978.51,36.41,15,2024-01-17,5,473,655,917,0,123.76,121100.4,2179.81,0-30 days,0,95.8,Gujarat Agro Seeds Pvt Ltd
2024-02-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,395.63,13.89,9,2024-01-23,6,194,277,388,0,160.22,63387.84,1140.98,0-30 days,0,97.0,Kathiawar Peanut Processors
2024-02-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,791.33,30.12,8,2024-01-24,5,392,543,760,0,142.54,112796.18,2030.33,0-30 days,0,88.2,Shakti Packaging Industries
2024-02-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,33.86,1.0,19,2024-01-13,10,18,28,35,0,4552.6,154151.04,2774.72,0-30 days,0,94.7,Industrial Chemicals Feedstock Co
2024-02-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,24.75,1.0,11,2024-01-21,7,15,22,28,0,585.65,14494.84,260.91,0-30 days,0,90.4,Rajkot Agro Milling Associates
2024-02-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Mumbai Depot,259.75,9.18,11,2024-01-21,5,119,165,231,0,131.5,34157.12,614.83,0-30 days,0,91.2,Healthy Bran Oils Pvt Ltd
2024-03-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Ahmedabad Plant,3076.61,126.05,15,2024-02-15,5,1513,2143,3000,0,123.76,380761.25,6853.7,0-30 days,0,91.9,Gujarat Agro Seeds Pvt Ltd
2024-03-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Ahmedabad Plant,1200.7,40.16,2,2024-02-28,6,522,763,1068,0,160.22,192376.15,3462.77,0-30 days,0,98.0,Kathiawar Peanut Processors
2024-03-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Ahmedabad Plant,920.57,36.58,13,2024-02-17,5,439,622,871,0,142.54,131218.05,2361.92,0-30 days,0,95.7,Shakti Packaging Industries
2024-03-01,P004,Industrial Castor Oil 50L,Industrial Oil,Ahmedabad Plant,148.28,4.11,19,2024-02-11,10,70,111,139,0,4552.6,675059.53,12151.07,0-30 days,0,87.3,Industrial Chemicals Feedstock Co
2024-03-01,P005,De-Oiled Cake 25Kg,ByProduct,Ahmedabad Plant,86.86,2.99,15,2024-02-15,7,42,63,79,0,585.65,50869.56,915.65,0-30 days,0,97.3,Rajkot Agro Milling Associates
2024-03-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Ahmedabad Plant,595.62,26.69,17,2024-02-13,5,320,453,634,0,131.5,78324.03,1409.83,0-30 days,0,92.5,Healthy Bran Oils Pvt Ltd
2024-03-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Rajkot Warehouse,1558.14,58.82,16,2024-02-14,5,882,1176,1646,0,123.76,192835.41,3471.04,0-30 days,0,92.8,Gujarat Agro Seeds Pvt Ltd
2024-03-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Rajkot Warehouse,498.03,16.06,8,2024-02-22,6,257,353,494,0,160.22,79794.37,1436.3,0-30 days,0,94.3,Kathiawar Peanut Processors
2024-03-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Rajkot Warehouse,628.19,19.95,3,2024-02-27,5,299,399,559,0,142.54,89542.2,1611.76,0-30 days,0,98.0,Shakti Packaging Industries
2024-03-01,P004,Industrial Castor Oil 50L,Industrial Oil,Rajkot Warehouse,43.14,1.0,22,2024-02-08,10,20,30,38,0,4552.6,196399.16,3535.18,0-30 days,0,90.3,Industrial Chemicals Feedstock Co
2024-03-01,P005,De-Oiled Cake 25Kg,ByProduct,Rajkot Warehouse,130.97,4.14,15,2024-02-15,7,70,99,124,0,585.65,76702.58,1380.65,0-30 days,0,88.6,Rajkot Agro Milling Associates
2024-03-01,P006,Tirupati Rice Bran Oil 1L,Edible Oil,Rajkot Warehouse,328.88,10.27,7,2024-02-23,5,154,205,287,0,131.5,43247.72,778.46,0-30 days,0,98.0,Healthy Bran Oils Pvt Ltd
2024-03-01,P001,Tirupati Cottonseed Oil 1L,Edible Oil,Mumbai Depot,799.99,36.97,9,2024-02-21,5,481,666,932,0,123.76,99006.76,1782.12,0-30 days,0,98.0,Gujarat Agro Seeds Pvt Ltd
2024-03-01,P002,Tirupati Groundnut Oil 1L,Edible Oil,Mumbai Depot,351.81,14.34,17,2024-02-13,6,201,287,402,0,160.22,56367.0,1014.61,0-30 days,0,91.3,Kathiawar Peanut Processors
2024-03-01,P003,Tirupati Sunflower Oil 1L,Edible Oil,Mumbai Depot,862.51,29.92,10,2024-02-20,5,389,539,755,0,142.54,122942.18,2212.96,0-30 days,0,86.0,Shakti Packaging Industries
2024-03-01,P004,Industrial Castor Oil 50L,Industrial Oil,Mumbai Depot,34.0,1.0,23,2024-02-07,10,18,28,35,0,4552.6,154788.4,2786.19,0-30 days,0,92.1,Industrial Chemicals Feedstock Co
2024-03-01,P005,De-Oiled Cake 25Kg,ByProduct,Mumbai Depot,28.97,1.0,12,2024-02-18,7,15,22,28,0,585.65,16966.28,305.39,0-30 days,0,97.3,Rajkot Agro Milling Associates
