Date,Product,Sales_INR,Quantity
2025-06-01,Olixir Olive Oil,402447,268
2025-06-01,Olixir Sesame Oil,467124,311
2025-06-01,Castor Oil,418322,278
2025-06-01,Refined Castor Oil,51813,34
2025-06-01,De Oiled Cake,91654,61
2025-06-02,Tirupati Cottonseed Oil,658263,438
2025-06-02,Tirupati Sunflower Oil,381427,254
2025-06-02,Tirupati Groundnut Oil,423544,282
2025-06-02,Tirupati Soybean Oil,247998,165
2025-06-02,Tirupati Mustard Oil,193610,129
2025-06-02,Olixir Olive Oil,178892,119
2025-06-02,Olixir Sesame Oil,458997,305
2025-06-02,Castor Oil,90490,60
2025-06-02,Refined Castor Oil,316500,211
2025-06-02,De Oiled Cake,120853,80
2025-06-03,Tirupati Cottonseed Oil,368647,245
2025-06-03,Tirupati Sunflower Oil,321634,214
2025-06-03,Tirupati Groundnut Oil,438094,292
2025-06-03,Tirupati Soybean Oil,274742,183
2025-06-03,Tirupati Mustard Oil,295440,196
2025-06-03,Olixir Olive Oil,341802,227
2025-06-03,Olixir Sesame Oil,208960,139
2025-06-03,Castor Oil,308480,205
2025-06-03,Refined Castor Oil,291063,194
2025-06-03,De Oiled Cake,58205,38
2025-06-04,Tirupati Cottonseed Oil,707917,471
2025-06-04,Tirupati Sunflower Oil,409904,273
2025-06-04,Tirupati Groundnut Oil,306298,204
2025-06-04,Tirupati Soybean Oil,234999,156
2025-06-04,Tirupati Mustard Oil,183108,122
2025-06-04,Olixir Olive Oil,371329,247
2025-06-04,Olixir Sesame Oil,225590,150
2025-06-04,Castor Oil,267064,178
2025-06-04,Refined Castor Oil,234389,156
2025-06-04,De Oiled Cake,147775,98
2025-06-05,Tirupati Cottonseed Oil,1286113,857
2025-06-05,Tirupati Sunflower Oil,87306,58
2025-06-05,Tirupati Groundnut Oil,140128,93
2025-06-05,Tirupati Soybean Oil,487234,324
2025-06-05,Tirupati Mustard Oil,354968,236
2025-06-05,Olixir Olive Oil,188603,125
2025-06-05,Olixir Sesame Oil,131209,87
2025-06-05,Castor Oil,64180,42
2025-06-05,Refined Castor Oil,360872,240
2025-06-05,De Oiled Cake,168971,112
2025-06-06,Tirupati Cottonseed Oil,1159567,773
2025-06-06,Tirupati Sunflower Oil,403468,268
2025-06-06,Tirupati Groundnut Oil,214418,142
2025-06-06,Tirupati Soybean Oil,457087,304
2025-06-06,Tirupati Mustard Oil,475140,316
2025-06-06,Olixir Olive Oil,246009,164
2025-06-06,Olixir Sesame Oil,475588,317
2025-06-06,Castor Oil,326764,217
2025-06-06,Refined Castor Oil,103891,69
2025-06-06,De Oiled Cake,407447,271
2025-06-07,Tirupati Cottonseed Oil,564770,376
2025-06-07,Tirupati Sunflower Oil,265964,177
2025-06-07,Tirupati Groundnut Oil,350079,233
2025-06-07,Tirupati Soybean Oil,495954,330
2025-06-07,Tirupati Mustard Oil,103095,68
2025-06-07,Olixir Olive Oil,102083,68
2025-06-07,Olixir Sesame Oil,296644,197
2025-06-07,Castor Oil,492088,328
2025-06-07,Refined Castor Oil,266562,177
2025-06-07,De Oiled Cake,370496,246
2025-06-08,Tirupati Cottonseed Oil,1128004,752
2025-06-08,Tirupati Sunflower Oil,371118,247
2025-06-08,Tirupati Groundnut Oil,486264,324
2025-06-08,Tirupati Soybean Oil,181268,120
2025-06-08,Tirupati Mustard Oil,299901,199
2025-06-08,Olixir Olive Oil,61779,41
2025-06-08,Olixir Sesame Oil,255755,170
2025-06-08,Castor Oil,244817,163
2025-06-08,Refined Castor Oil,402544,268
2025-06-08,De Oiled Cake,186132,124
2025-06-09,Tirupati Cottonseed Oil,1294133,862
2025-06-09,Tirupati Sunflower Oil,417207,278
2025-06-09,Tirupati Groundnut Oil,479650,319
2025-06-09,Tirupati Soybean Oil,396368,264
2025-06-09,Tirupati Mustard Oil,394231,262
2025-06-09,Olixir Olive Oil,301699,201
2025-06-09,Olixir Sesame Oil,378458,252
2025-06-09,Castor Oil,105754,70
2025-06-09,Refined Castor Oil,376728,251
2025-06-09,De Oiled Cake,405889,270
2025-06-10,Tirupati Cottonseed Oil,1004915,669
2025-06-10,Tirupati Sunflower Oil,323617,215
2025-06-10,Tirupati Groundnut Oil,413677,275
2025-06-10,Tirupati Soybean Oil,340845,227
2025-06-10,Tirupati Mustard Oil,329113,219
2025-06-10,Olixir Olive Oil,114483,76
2025-06-10,Olixir Sesame Oil,482923,321
2025-06-10,Castor Oil,402005,268
2025-06-10,Refined Castor Oil,127267,84
2025-06-10,De Oiled Cake,295280,196
2025-06-11,Tirupati Cottonseed Oil,979147,652
2025-06-11,Tirupati Sunflower Oil,86921,57
2025-06-11,Tirupati Groundnut Oil,493283,328
2025-06-11,Tirupati Soybean Oil,492146,328
2025-06-11,Tirupati Mustard Oil,309528,206
2025-06-11,Olixir Olive Oil,282613,188
2025-06-11,Olixir Sesame Oil,221838,147
2025-06-11,Castor Oil,293776,195
2025-06-11,Refined Castor Oil,324625,216
2025-06-11,De Oiled Cake,318224,212
2025-06-12,Tirupati Cottonseed Oil,1299963,866
2025-06-12,Tirupati Sunflower Oil,146847,97
2025-06-12,Tirupati Groundnut Oil,397946,265
2025-06-12,Tirupati Soybean Oil,311861,207
2025-06-12,Tirupati Mustard Oil,65320,43
2025-06-12,Olixir Olive Oil,174844,116
2025-06-12,Olixir Sesame Oil,68312,45
2025-06-12,Castor Oil,455869,303
2025-06-12,Refined Castor Oil,242301,161
2025-06-12,De Oiled Cake,77340,51
2025-06-13,Tirupati Cottonseed Oil,1563362,1042
2025-06-13,Tirupati Sunflower Oil,424477,282
2025-06-13,Tirupati Groundnut Oil,464981,309
2025-06-13,Tirupati Soybean Oil,429267,286
2025-06-13,Tirupati Mustard Oil,467401,311
2025-06-13,Olixir Olive Oil,96046,64
2025-06-13,Olixir Sesame Oil,300950,200
2025-06-13,Castor Oil,434387,289
2025-06-13,Refined Castor Oil,415409,276
2025-06-13,De Oiled Cake,290229,193
2025-06-14,Tirupati Cottonseed Oil,172270,114
2025-06-14,Tirupati Sunflower Oil,379247,252
2025-06-14,Tirupati Groundnut Oil,104763,69
2025-06-14,Tirupati Soybean Oil,257614,171
2025-06-14,Tirupati Mustard Oil,367069,244
2025-06-14,Olixir Olive Oil,488279,325
2025-06-14,Olixir Sesame Oil,363994,242
2025-06-14,Castor Oil,497634,331
2025-06-14,Refined Castor Oil,111818,74
2025-06-14,De Oiled Cake,130628,87
2025-06-15,Tirupati Cottonseed Oil,281414,187
2025-06-15,Tirupati Sunflower Oil,122446,81
2025-06-15,Tirupati Groundnut Oil,175415,116
2025-06-15,Tirupati Soybean Oil,442120,294
2025-06-15,Tirupati Mustard Oil,267964,178
2025-06-15,Olixir Olive Oil,333430,222
2025-06-15,Olixir Sesame Oil,370981,247
2025-06-15,Castor Oil,282861,188
2025-06-15,Refined Castor Oil,333235,222
2025-06-15,De Oiled Cake,116932,77
2025-06-16,Tirupati Cottonseed Oil,1260379,840
2025-06-16,Tirupati Sunflower Oil,466014,310
2025-06-16,Tirupati Groundnut Oil,168587,112
2025-06-16,Tirupati Soybean Oil,399303,266
2025-06-16,Tirupati Mustard Oil,360927,240
2025-06-16,Olixir Olive Oil,201250,134
2025-06-16,Olixir Sesame Oil,58992,39
2025-06-16,Castor Oil,126126,84
2025-06-16,Refined Castor Oil,334202,222
2025-06-16,De Oiled Cake,179270,119
2025-06-17,Tirupati Cottonseed Oil,876485,584
2025-06-17,Tirupati Sunflower Oil,371890,247
2025-06-17,Tirupati Groundnut Oil,493496,328
2025-06-17,Tirupati Soybean Oil,426838,284
2025-06-17,Tirupati Mustard Oil,213262,142
2025-06-17,Olixir Olive Oil,358002,238
2025-06-17,Olixir Sesame Oil,445373,296
2025-06-17,Castor Oil,251821,167
2025-06-17,Refined Castor Oil,81781,54
2025-06-17,De Oiled Cake,289639,193
2025-06-18,Tirupati Cottonseed Oil,1445196,963
2025-06-18,Tirupati Sunflower Oil,318123,212
2025-06-18,Tirupati Groundnut Oil,300970,200
2025-06-18,Tirupati Soybean Oil,101781,67
2025-06-18,Tirupati Mustard Oil,123648,82
2025-06-18,Olixir Olive Oil,191144,127
2025-06-18,Olixir Sesame Oil,455352,303
2025-06-18,Castor Oil,195854,130
2025-06-18,Refined Castor Oil,489007,326
2025-06-18,De Oiled Cake,297623,198
2025-06-19,Tirupati Cottonseed Oil,872040,581
2025-06-19,Tirupati Sunflower Oil,313734,209
2025-06-19,Tirupati Groundnut Oil,455285,303
2025-06-19,Tirupati Soybean Oil,125330,83
2025-06-19,Tirupati Mustard Oil,154344,102
2025-06-19,Olixir Olive Oil,429085,286
2025-06-19,Olixir Sesame Oil,326001,217
2025-06-19,Castor Oil,293228,195
2025-06-19,Refined Castor Oil,164898,109
2025-06-19,De Oiled Cake,360755,240
2025-06-20,Tirupati Cottonseed Oil,1342590,895
2025-06-20,Tirupati Sunflower Oil,74144,49
2025-06-20,Tirupati Groundnut Oil,82757,55
2025-06-20,Tirupati Soybean Oil,208549,139
2025-06-20,Tirupati Mustard Oil,160889,107
2025-06-20,Olixir Olive Oil,284897,189
2025-06-20,Olixir Sesame Oil,206756,137
2025-06-20,Castor Oil,360012,240
2025-06-20,Refined Castor Oil,430541,287
2025-06-20,De Oiled Cake,484663,323
2025-06-21,Tirupati Cottonseed Oil,944832,629
2025-06-21,Tirupati Sunflower Oil,410850,273
2025-06-21,Tirupati Groundnut Oil,329447,219
2025-06-21,Tirupati Soybean Oil,83080,55
2025-06-21,Tirupati Mustard Oil,314492,209
2025-06-21,Olixir Olive Oil,444449,296
2025-06-21,Olixir Sesame Oil,294287,196
2025-06-21,Castor Oil,118941,79
2025-06-21,Refined Castor Oil,130500,87
2025-06-21,De Oiled Cake,186346,124
2025-06-22,Tirupati Cottonseed Oil,1520156,1013
2025-06-22,Tirupati Sunflower Oil,193372,128
2025-06-22,Tirupati Groundnut Oil,91050,60
2025-06-22,Tirupati Soybean Oil,377191,251
2025-06-22,Tirupati Mustard Oil,201257,134
2025-06-22,Olixir Olive Oil,459343,306
2025-06-22,Olixir Sesame Oil,90040,60
2025-06-22,Castor Oil,426325,284
2025-06-22,Refined Castor Oil,256682,171
2025-06-22,De Oiled Cake,384998,256
2025-06-23,Tirupati Cottonseed Oil,340310,226
2025-06-23,Tirupati Sunflower Oil,285406,190
2025-06-23,Tirupati Groundnut Oil,334865,223
2025-06-23,Tirupati Soybean Oil,140782,93
2025-06-23,Tirupati Mustard Oil,429332,286
2025-06-23,Olixir Olive Oil,305860,203
2025-06-23,Olixir Sesame Oil,113935,75
2025-06-23,Castor Oil,388063,258
2025-06-23,Refined Castor Oil,485400,323
2025-06-23,De Oiled Cake,82957,55
2025-06-24,Tirupati Cottonseed Oil,1654747,1103
2025-06-24,Tirupati Sunflower Oil,194691,129
2025-06-24,Tirupati Groundnut Oil,377807,251
2025-06-24,Tirupati Soybean Oil,238035,158
2025-06-24,Tirupati Mustard Oil,487065,324
2025-06-24,Olixir Olive Oil,116756,77
2025-06-24,Olixir Sesame Oil,445648,297
2025-06-24,Castor Oil,392223,261
2025-06-24,Refined Castor Oil,333279,222
2025-06-24,De Oiled Cake,431554,287
2025-06-25,Tirupati Cottonseed Oil,1515021,1010
2025-06-25,Tirupati Sunflower Oil,163617,109
2025-06-25,Tirupati Groundnut Oil,59634,39
2025-06-25,Tirupati Soybean Oil,438751,292
2025-06-25,Tirupati Mustard Oil,391887,261
2025-06-25,Olixir Olive Oil,421867,281
2025-06-25,Olixir Sesame Oil,109920,73
2025-06-25,Castor Oil,493748,329
2025-06-25,Refined Castor Oil,333768,222
2025-06-25,De Oiled Cake,382289,254
2025-06-26,Tirupati Cottonseed Oil,370294,246
2025-06-26,Tirupati Sunflower Oil,146427,97
2025-06-26,Tirupati Groundnut Oil,388461,258
2025-06-26,Tirupati Soybean Oil,237532,158
2025-06-26,Tirupati Mustard Oil,99172,66
2025-06-26,Olixir Olive Oil,403912,269
2025-06-26,Olixir Sesame Oil,425511,283
2025-06-26,Castor Oil,254626,169
2025-06-26,Refined Castor Oil,326278,217
2025-06-26,De Oiled Cake,467704,311
2025-06-27,Tirupati Cottonseed Oil,205445,136
2025-06-27,Tirupati Sunflower Oil,116353,77
2025-06-27,Tirupati Groundnut Oil,58302,38
2025-06-27,Tirupati Soybean Oil,415422,276
2025-06-27,Tirupati Mustard Oil,285165,190
2025-06-27,Olixir Olive Oil,58407,38
2025-06-27,Olixir Sesame Oil,210033,140
2025-06-27,Castor Oil,186296,124
2025-06-27,Refined Castor Oil,409742,273
2025-06-27,De Oiled Cake,321371,214
2025-06-28,Tirupati Cottonseed Oil,516876,344
2025-06-28,Tirupati Sunflower Oil,483711,322
2025-06-28,Tirupati Groundnut Oil,107970,71
2025-06-28,Tirupati Soybean Oil,373276,248
2025-06-28,Tirupati Mustard Oil,210293,140
2025-06-28,Olixir Olive Oil,100354,66
2025-06-28,Olixir Sesame Oil,224045,149
2025-06-28,Castor Oil,385237,256
2025-06-28,Refined Castor Oil,426047,284
2025-06-28,De Oiled Cake,344868,229
2025-06-29,Tirupati Cottonseed Oil,1278719,852
2025-06-29,Tirupati Sunflower Oil,395127,263
2025-06-29,Tirupati Groundnut Oil,64173,42
2025-06-29,Tirupati Soybean Oil,246756,164
2025-06-29,Tirupati Mustard Oil,178790,119
2025-06-29,Olixir Olive Oil,300903,200
2025-06-29,Olixir Sesame Oil,106260,70
2025-06-29,Castor Oil,321156,214
2025-06-29,Refined Castor Oil,338466,225
2025-06-29,De Oiled Cake,71620,47
2025-06-30,Tirupati Cottonseed Oil,1334032,889
2025-06-30,Tirupati Sunflower Oil,382763,255
2025-06-30,Tirupati Groundnut Oil,348189,232
2025-06-30,Tirupati Soybean Oil,168837,112
2025-06-30,Tirupati Mustard Oil,361621,241
2025-06-30,Olixir Olive Oil,337370,224
2025-06-30,Olixir Sesame Oil,239055,159
2025-06-30,Castor Oil,176016,117
2025-06-30,Refined Castor Oil,327546,218
2025-06-30,De Oiled Cake,89643,59
2025-07-01,Tirupati Cottonseed Oil,642069,428
2025-07-01,Tirupati Sunflower Oil,387757,258
2025-07-01,Tirupati Groundnut Oil,252926,168
2025-07-01,Tirupati Soybean Oil,299308,199
2025-07-01,Tirupati Mustard Oil,107415,71
2025-07-01,Olixir Olive Oil,365325,243
2025-07-01,Olixir Sesame Oil,365984,243
2025-07-01,Castor Oil,400865,267
2025-07-01,Refined Castor Oil,464087,309
2025-07-01,De Oiled Cake,335670,223
2025-07-02,Tirupati Cottonseed Oil,930429,620
2025-07-02,Tirupati Sunflower Oil,329825,219
2025-07-02,Tirupati Groundnut Oil,261951,174
2025-07-02,Tirupati Soybean Oil,439945,293
2025-07-02,Tirupati Mustard Oil,356825,237
2025-07-02,Olixir Olive Oil,476236,317
2025-07-02,Olixir Sesame Oil,427560,285
2025-07-02,Castor Oil,479722,319
2025-07-02,Refined Castor Oil,411808,274
2025-07-02,De Oiled Cake,136727,91
2025-07-03,Tirupati Cottonseed Oil,1076235,717
2025-07-03,Tirupati Sunflower Oil,308826,205
2025-07-03,Tirupati Groundnut Oil,425151,283
2025-07-03,Tirupati Soybean Oil,135716,90
2025-07-03,Tirupati Mustard Oil,314133,209
2025-07-03,Olixir Olive Oil,382972,255
2025-07-03,Olixir Sesame Oil,487569,325
2025-07-03,Castor Oil,160321,106
2025-07-03,Refined Castor Oil,191576,127
2025-07-03,De Oiled Cake,473304,315
2025-07-04,Tirupati Cottonseed Oil,330460,220
2025-07-04,Tirupati Sunflower Oil,462714,308
2025-07-04,Tirupati Groundnut Oil,172884,115
2025-07-04,Tirupati Soybean Oil,495487,330
2025-07-04,Tirupati Mustard Oil,88232,58
2025-07-04,Olixir Olive Oil,345086,230
2025-07-04,Olixir Sesame Oil,309925,206
2025-07-04,Castor Oil,477911,318
2025-07-04,Refined Castor Oil,161670,107
2025-07-04,De Oiled Cake,224181,149
2025-07-05,Tirupati Cottonseed Oil,1273090,848
2025-07-05,Tirupati Sunflower Oil,177614,118
2025-07-05,Tirupati Groundnut Oil,264701,176
2025-07-05,Tirupati Soybean Oil,487408,324
2025-07-05,Tirupati Mustard Oil,270412,180
2025-07-05,Olixir Olive Oil,397934,265
2025-07-05,Olixir Sesame Oil,154259,102
2025-07-05,Castor Oil,353726,235
2025-07-05,Refined Castor Oil,281564,187
2025-07-05,De Oiled Cake,101081,67
2025-07-06,Tirupati Cottonseed Oil,1378943,919
2025-07-06,Tirupati Sunflower Oil,291841,194
2025-07-06,Tirupati Groundnut Oil,321560,214
2025-07-06,Tirupati Soybean Oil,182747,121
2025-07-06,Tirupati Mustard Oil,250336,166
2025-07-06,Olixir Olive Oil,353978,235
2025-07-06,Olixir Sesame Oil,213796,142
2025-07-06,Castor Oil,157159,104
2025-07-06,Refined Castor Oil,70217,46
2025-07-06,De Oiled Cake,341314,227
2025-07-07,Tirupati Cottonseed Oil,740778,493
2025-07-07,Tirupati Sunflower Oil,281174,187
2025-07-07,Tirupati Groundnut Oil,164854,109
2025-07-07,Tirupati Soybean Oil,227655,151
2025-07-07,Tirupati Mustard Oil,334476,222
2025-07-07,Olixir Olive Oil,320009,213
2025-07-07,Olixir Sesame Oil,86730,57
2025-07-07,Castor Oil,112289,74
2025-07-07,Refined Castor Oil,314336,209
2025-07-07,De Oiled Cake,411570,274
2025-07-08,Tirupati Cottonseed Oil,1069445,712
2025-07-08,Tirupati Sunflower Oil,366435,244
2025-07-08,Tirupati Groundnut Oil,173698,115
2025-07-08,Tirupati Soybean Oil,350625,233
2025-07-08,Tirupati Mustard Oil,156994,104
2025-07-08,Olixir Olive Oil,483045,322
2025-07-08,Olixir Sesame Oil,340133,226
2025-07-08,Castor Oil,330338,220
2025-07-08,Refined Castor Oil,144958,96
2025-07-08,De Oiled Cake,361569,241
2025-07-09,Tirupati Cottonseed Oil,1729389,1152
2025-07-09,Tirupati Sunflower Oil,358225,238
2025-07-09,Tirupati Groundnut Oil,311464,207
2025-07-09,Tirupati Soybean Oil,180259,120
2025-07-09,Tirupati Mustard Oil,493146,328
2025-07-09,Olixir Olive Oil,147425,98
2025-07-09,Olixir Sesame Oil,317197,211
2025-07-09,Castor Oil,431544,287
2025-07-09,Refined Castor Oil,454018,302
2025-07-09,De Oiled Cake,336429,224
2025-07-10,Tirupati Cottonseed Oil,356929,237
2025-07-10,Tirupati Sunflower Oil,225532,150
2025-07-10,Tirupati Groundnut Oil,187913,125
2025-07-10,Tirupati Soybean Oil,271010,180
2025-07-10,Tirupati Mustard Oil,481740,321
2025-07-10,Olixir Olive Oil,483060,322
2025-07-10,Olixir Sesame Oil,295218,196
2025-07-10,Castor Oil,379288,252
2025-07-10,Refined Castor Oil,194728,129
2025-07-10,De Oiled Cake,90101,60
2025-07-11,Tirupati Cottonseed Oil,689903,459
2025-07-11,Tirupati Sunflower Oil,124863,83
2025-07-11,Tirupati Groundnut Oil,191539,127
2025-07-11,Tirupati Soybean Oil,343773,229
2025-07-11,Tirupati Mustard Oil,160166,106
2025-07-11,Olixir Olive Oil,405362,270
2025-07-11,Olixir Sesame Oil,215149,143
2025-07-11,Castor Oil,389617,259
2025-07-11,Refined Castor Oil,387794,258
2025-07-11,De Oiled Cake,489918,326
2025-07-12,Tirupati Cottonseed Oil,621095,414
2025-07-12,Tirupati Sunflower Oil,149398,99
2025-07-12,Tirupati Groundnut Oil,387041,258
2025-07-12,Tirupati Soybean Oil,256288,170
2025-07-12,Tirupati Mustard Oil,434332,289
2025-07-12,Olixir Olive Oil,80047,53
2025-07-12,Olixir Sesame Oil,142877,95
2025-07-12,Castor Oil,358009,238
2025-07-12,Refined Castor Oil,389983,259
2025-07-12,De Oiled Cake,302401,201
2025-07-13,Tirupati Cottonseed Oil,458996,305
2025-07-13,Tirupati Sunflower Oil,162064,108
2025-07-13,Tirupati Groundnut Oil,236301,157
2025-07-13,Tirupati Soybean Oil,373425,248
2025-07-13,Tirupati Mustard Oil,212427,141
2025-07-13,Olixir Olive Oil,79055,52
2025-07-13,Olixir Sesame Oil,473761,315
2025-07-13,Castor Oil,183146,122
2025-07-13,Refined Castor Oil,182541,121
2025-07-13,De Oiled Cake,263773,175
2025-07-14,Tirupati Cottonseed Oil,1203559,802
2025-07-14,Tirupati Sunflower Oil,243976,162
2025-07-14,Tirupati Groundnut Oil,201506,134
2025-07-14,Tirupati Soybean Oil,121837,81
2025-07-14,Tirupati Mustard Oil,400000,266
2025-07-14,Olixir Olive Oil,264297,176
2025-07-14,Olixir Sesame Oil,351202,234
2025-07-14,Castor Oil,353561,235
2025-07-14,Refined Castor Oil,265369,176
2025-07-14,De Oiled Cake,471837,314
2025-07-15,Tirupati Cottonseed Oil,450475,300
2025-07-15,Tirupati Sunflower Oil,399208,266
2025-07-15,Tirupati Groundnut Oil,471417,314
2025-07-15,Tirupati Soybean Oil,86673,57
2025-07-15,Tirupati Mustard Oil,200590,133
2025-07-15,Olixir Olive Oil,471146,314
2025-07-15,Olixir Sesame Oil,189044,126
2025-07-15,Castor Oil,336714,224
2025-07-15,Refined Castor Oil,75241,50
2025-07-15,De Oiled Cake,444486,296
2025-07-16,Tirupati Cottonseed Oil,490706,327
2025-07-16,Tirupati Sunflower Oil,315923,210
2025-07-16,Tirupati Groundnut Oil,298594,199
2025-07-16,Tirupati Soybean Oil,424074,282
2025-07-16,Tirupati Mustard Oil,153522,102
2025-07-16,Olixir Olive Oil,297912,198
2025-07-16,Olixir Sesame Oil,160500,107
2025-07-16,Castor Oil,403187,268
2025-07-16,Refined Castor Oil,445914,297
2025-07-16,De Oiled Cake,213748,142
2025-07-17,Tirupati Cottonseed Oil,906219,604
2025-07-17,Tirupati Sunflower Oil,253297,168
2025-07-17,Tirupati Groundnut Oil,365977,243
2025-07-17,Tirupati Soybean Oil,489439,326
2025-07-17,Tirupati Mustard Oil,455672,303
2025-07-17,Olixir Olive Oil,122497,81
2025-07-17,Olixir Sesame Oil,171557,114
2025-07-17,Castor Oil,360978,240
2025-07-17,Refined Castor Oil,182304,121
2025-07-17,De Oiled Cake,416865,277
2025-07-18,Tirupati Cottonseed Oil,457164,304
2025-07-18,Tirupati Sunflower Oil,366435,244
2025-07-18,Tirupati Groundnut Oil,496485,330
2025-07-18,Tirupati Soybean Oil,209824,139
2025-07-18,Tirupati Mustard Oil,383326,255
2025-07-18,Olixir Olive Oil,113884,75
2025-07-18,Olixir Sesame Oil,251143,167
2025-07-18,Castor Oil,90505,60
2025-07-18,Refined Castor Oil,84482,56
2025-07-18,De Oiled Cake,199955,133
2025-07-19,Tirupati Cottonseed Oil,281759,187
2025-07-19,Tirupati Sunflower Oil,107740,71
2025-07-19,Tirupati Groundnut Oil,260934,173
2025-07-19,Tirupati Soybean Oil,191481,127
2025-07-19,Tirupati Mustard Oil,410992,273
2025-07-19,Olixir Olive Oil,337192,224
2025-07-19,Olixir Sesame Oil,498998,332
2025-07-19,Castor Oil,138656,92
2025-07-19,Refined Castor Oil,448541,299
2025-07-19,De Oiled Cake,243197,162
2025-07-20,Tirupati Cottonseed Oil,802348,534
2025-07-20,Tirupati Sunflower Oil,180262,120
2025-07-20,Tirupati Groundnut Oil,88283,58
2025-07-20,Tirupati Soybean Oil,58650,39
2025-07-20,Tirupati Mustard Oil,452432,301
2025-07-20,Olixir Olive Oil,258668,172
2025-07-20,Olixir Sesame Oil,225925,150
2025-07-20,Castor Oil,469422,312
2025-07-20,Refined Castor Oil,449482,299
2025-07-20,De Oiled Cake,102982,68
2025-07-21,Tirupati Cottonseed Oil,427591,285
2025-07-21,Tirupati Sunflower Oil,61525,41
2025-07-21,Tirupati Groundnut Oil,417108,278
2025-07-21,Tirupati Soybean Oil,352388,234
2025-07-21,Tirupati Mustard Oil,338103,225
2025-07-21,Olixir Olive Oil,180684,120
2025-07-21,Olixir Sesame Oil,188441,125
2025-07-21,Castor Oil,225060,150
2025-07-21,Refined Castor Oil,73526,49
2025-07-21,De Oiled Cake,204639,136
2025-07-22,Tirupati Cottonseed Oil,1293811,862
2025-07-22,Tirupati Sunflower Oil,160497,106
2025-07-22,Tirupati Groundnut Oil,278646,185
2025-07-22,Tirupati Soybean Oil,367262,244
2025-07-22,Tirupati Mustard Oil,419070,279
2025-07-22,Olixir Olive Oil,298086,198
2025-07-22,Olixir Sesame Oil,493175,328
2025-07-22,Castor Oil,368909,245
2025-07-22,Refined Castor Oil,125952,83
2025-07-22,De Oiled Cake,434098,289
2025-07-23,Tirupati Cottonseed Oil,921091,614
2025-07-23,Tirupati Sunflower Oil,381618,254
2025-07-23,Tirupati Groundnut Oil,306322,204
2025-07-23,Tirupati Soybean Oil,175755,117
2025-07-23,Tirupati Mustard Oil,420779,280
2025-07-23,Olixir Olive Oil,348957,232
2025-07-23,Olixir Sesame Oil,446170,297
2025-07-23,Castor Oil,99949,66
2025-07-23,Refined Castor Oil,278446,185
2025-07-23,De Oiled Cake,206738,137
2025-07-24,Tirupati Cottonseed Oil,473521,315
2025-07-24,Tirupati Sunflower Oil,187099,124
2025-07-24,Tirupati Groundnut Oil,235640,157
2025-07-24,Tirupati Soybean Oil,275738,183
2025-07-24,Tirupati Mustard Oil,443050,295
2025-07-24,Olixir Olive Oil,280256,186
2025-07-24,Olixir Sesame Oil,109988,73
2025-07-24,Castor Oil,460645,307
2025-07-24,Refined Castor Oil,92984,61
2025-07-24,De Oiled Cake,337097,224
2025-07-25,Tirupati Cottonseed Oil,683264,455
2025-07-25,Tirupati Sunflower Oil,110341,73
2025-07-25,Tirupati Groundnut Oil,492742,328
2025-07-25,Tirupati Soybean Oil,120002,80
2025-07-25,Tirupati Mustard Oil,60246,40
2025-07-25,Olixir Olive Oil,185947,123
2025-07-25,Olixir Sesame Oil,216698,144
2025-07-25,Castor Oil,489032,326
2025-07-25,Refined Castor Oil,292659,195
2025-07-25,De Oiled Cake,350127,233
2025-07-26,Tirupati Cottonseed Oil,468166,312
2025-07-26,Tirupati Sunflower Oil,395346,263
2025-07-26,Tirupati Groundnut Oil,414036,276
2025-07-26,Tirupati Soybean Oil,285774,190
2025-07-26,Tirupati Mustard Oil,438515,292
2025-07-26,Olixir Olive Oil,223905,149
2025-07-26,Olixir Sesame Oil,302766,201
2025-07-26,Castor Oil,453168,302
2025-07-26,Refined Castor Oil,185143,123
2025-07-26,De Oiled Cake,463545,309
2025-07-27,Tirupati Cottonseed Oil,1161637,774
2025-07-27,Tirupati Sunflower Oil,154678,103
2025-07-27,Tirupati Groundnut Oil,323851,215
2025-07-27,Tirupati Soybean Oil,303892,202
2025-07-27,Tirupati Mustard Oil,155587,103
2025-07-27,Olixir Olive Oil,309327,206
2025-07-27,Olixir Sesame Oil,253080,168
2025-07-27,Castor Oil,254736,169
2025-07-27,Refined Castor Oil,114031,76
2025-07-27,De Oiled Cake,61531,41
2025-07-28,Tirupati Cottonseed Oil,171753,114
2025-07-28,Tirupati Sunflower Oil,136321,90
2025-07-28,Tirupati Groundnut Oil,175339,116
2025-07-28,Tirupati Soybean Oil,285701,190
2025-07-28,Tirupati Mustard Oil,112734,75
2025-07-28,Olixir Olive Oil,323187,215
2025-07-28,Olixir Sesame Oil,321013,214
2025-07-28,Castor Oil,380529,253
2025-07-28,Refined Castor Oil,393104,262
2025-07-28,De Oiled Cake,402462,268
2025-07-29,Tirupati Cottonseed Oil,1338693,892
2025-07-29,Tirupati Sunflower Oil,197011,131
2025-07-29,Tirupati Groundnut Oil,86846,57
2025-07-29,Tirupati Soybean Oil,266447,177
2025-07-29,Tirupati Mustard Oil,281393,187
2025-07-29,Olixir Olive Oil,353872,235
2025-07-29,Olixir Sesame Oil,218364,145
2025-07-29,Castor Oil,176070,117
2025-07-29,Refined Castor Oil,255048,170
2025-07-29,De Oiled Cake,484186,322
2025-07-30,Tirupati Cottonseed Oil,188320,125
