InvoiceID,Customer,Amount_INR,DaysOverdue,Status
INV-18286,Gujarat Supermarkets,98050,3,Pending
INV-18287,Mumbai Fresh Mart,62826,71,Pending
INV-18288,Rajasthan Traders,55903,23,Pending
INV-18289,Rajasthan Traders,90204,97,Pending
INV-18290,Delhi Mega Stores,86274,116,Pending
INV-18291,Rajasthan Traders,435921,-7,Paid
INV-18292,Rajasthan Traders,91333,43,Pending
INV-18293,Gujarat Supermarkets,33420,55,Pending
INV-18294,Punjab Distributors,68707,95,Pending
INV-18295,Punjab Distributors,66029,7,Pending
INV-18296,Punjab Distributors,81455,49,Pending
INV-18297,Mumbai Fresh Mart,34970,20,Pending
INV-18298,Mumbai Fresh Mart,28111,84,Pending
INV-18299,Mumbai Fresh Mart,36894,34,Pending
INV-18300,Rajasthan Traders,61890,29,Pending
INV-18301,Punjab Distributors,73468,115,Pending
INV-18302,Punjab Distributors,29849,107,Pending
INV-18303,Rajasthan Traders,11184,91,Pending
INV-18304,Delhi Mega Stores,13178,16,Pending
INV-18305,Mumbai Fresh Mart,38370,39,Pending
INV-18306,Mumbai Fresh Mart,80686,106,Pending
INV-18307,Gujarat Supermarkets,76612,24,Pending
INV-18308,Delhi Mega Stores,47402,73,Pending
INV-18309,Gujarat Supermarkets,61604,57,Pending
INV-18310,Gujarat Supermarkets,95932,4,Pending
INV-18311,Delhi Mega Stores,76839,40,Pending
INV-18312,Punjab Distributors,60186,16,Pending
INV-18313,Gujarat Supermarkets,18088,104,Pending
INV-18314,Rajasthan Traders,59881,53,Pending
INV-18315,Rajasthan Traders,46779,63,Pending
INV-18316,Mumbai Fresh Mart,53051,113,Pending
INV-18317,Mumbai Fresh Mart,62842,28,Pending
INV-18318,Gujarat Supermarkets,322765,-9,Paid
INV-18319,Delhi Mega Stores,62607,24,Pending
INV-18320,Mumbai Fresh Mart,89091,20,Pending
INV-18321,Gujarat Supermarkets,69834,24,Pending
INV-18322,Rajasthan Traders,88396,48,Pending
INV-18323,Rajasthan Traders,53781,102,Pending
INV-18324,Mumbai Fresh Mart,86227,103,Pending
INV-18325,Gujarat Supermarkets,39979,93,Pending
INV-18326,Delhi Mega Stores,80124,58,Pending
INV-18327,Gujarat Supermarkets,60647,2,Pending
INV-18328,Mumbai Fresh Mart,62260,44,Pending
INV-18329,Delhi Mega Stores,22341,46,Pending
INV-18330,Rajasthan Traders,71614,37,Pending
INV-18331,Delhi Mega Stores,28930,108,Pending
INV-18332,Punjab Distributors,47715,102,Pending
INV-18333,Punjab Distributors,448276,-9,Paid
INV-18334,Mumbai Fresh Mart,19541,43,Pending
INV-18335,Mumbai Fresh Mart,10232,33,Pending
INV-18336,Gujarat Supermarkets,60981,42,Pending
INV-18337,Punjab Distributors,22543,18,Pending
INV-18338,Mumbai Fresh Mart,31042,112,Pending
INV-18339,Gujarat Supermarkets,91361,25,Pending
INV-18340,Punjab Distributors,79171,12,Pending
INV-18341,Rajasthan Traders,70621,29,Pending
INV-18342,Delhi Mega Stores,16688,86,Pending
INV-18343,Mumbai Fresh Mart,27601,86,Pending
INV-18344,Mumbai Fresh Mart,196406,-5,Paid
INV-18345,Delhi Mega Stores,42969,12,Pending
INV-18346,Rajasthan Traders,79543,41,Pending
INV-18347,Rajasthan Traders,16003,59,Pending
INV-18348,Delhi Mega Stores,59870,31,Pending
INV-18349,Mumbai Fresh Mart,28472,60,Pending
INV-18350,Gujarat Supermarkets,83252,32,Pending
INV-18351,Mumbai Fresh Mart,11763,43,Pending
INV-18352,Punjab Distributors,54793,45,Pending
INV-18353,Punjab Distributors,15243,45,Pending
INV-18354,Rajasthan Traders,30669,64,Pending
INV-18355,Rajasthan Traders,18795,26,Pending
INV-18356,Rajasthan Traders,34470,50,Pending
INV-18357,Punjab Distributors,22660,63,Pending
INV-18358,Gujarat Supermarkets,79978,31,Pending
INV-18359,Delhi Mega Stores,64803,102,Pending
INV-18360,Delhi Mega Stores,67715,39,Pending
INV-18361,Mumbai Fresh Mart,49539,76,Pending
INV-18362,Delhi Mega Stores,42458,22,Pending
INV-18363,Delhi Mega Stores,97263,29,Pending
INV-18364,Mumbai Fresh Mart,68848,17,Pending
INV-18365,Rajasthan Traders,129716,-3,Paid
INV-18366,Delhi Mega Stores,97464,66,Pending
INV-18367,Gujarat Supermarkets,13934,93,Pending
INV-18368,Punjab Distributors,35850,111,Pending
INV-18369,Mumbai Fresh Mart,84502,78,Pending
INV-18370,Punjab Distributors,10150,20,Pending
INV-18371,Mumbai Fresh Mart,61509,40,Pending
INV-18372,Punjab Distributors,94906,14,Pending
INV-18373,Mumbai Fresh Mart,269997,-3,Paid
INV-18374,Mumbai Fresh Mart,71881,46,Pending
INV-18375,Rajasthan Traders,65695,70,Pending
INV-18376,Delhi Mega Stores,87297,108,Pending
INV-18377,Rajasthan Traders,57371,4,Pending
INV-18378,Gujarat Supermarkets,16959,25,Pending
INV-18379,Delhi Mega Stores,30633,89,Pending
INV-18380,Rajasthan Traders,17582,46,Pending
INV-18381,Delhi Mega Stores,70897,12,Pending
INV-18382,Gujarat Supermarkets,62281,9,Pending
INV-18383,Rajasthan Traders,50653,51,Pending
INV-18384,Gujarat Supermarkets,11787,70,Pending
INV-18385,Gujarat Supermarkets,12793,32,Pending
INV-18386,Rajasthan Traders,49364,40,Pending
INV-18387,Punjab Distributors,12628,93,Pending
INV-18388,Rajasthan Traders,85106,91,Pending
INV-18389,Rajasthan Traders,29680,104,Pending
INV-18390,Punjab Distributors,89462,44,Pending
INV-18391,Gujarat Supermarkets,115273,-6,Paid
INV-18392,Mumbai Fresh Mart,37734,108,Pending
INV-18393,Rajasthan Traders,74992,61,Pending
INV-18394,Mumbai Fresh Mart,94393,-6,Paid
INV-18395,Gujarat Supermarkets,64896,61,Pending
INV-18396,Rajasthan Traders,41426,55,Pending
INV-18397,Gujarat Supermarkets,27118,23,Pending
INV-18398,Gujarat Supermarkets,70860,79,Pending
INV-18399,Mumbai Fresh Mart,69043,69,Pending
INV-18400,Delhi Mega Stores,13473,84,Pending
INV-18401,Delhi Mega Stores,90553,99,Pending
INV-18402,Rajasthan Traders,78093,53,Pending
INV-18403,Mumbai Fresh Mart,99514,1,Pending
INV-18404,Punjab Distributors,60505,74,Pending
INV-18405,Punjab Distributors,37999,12,Pending
INV-18406,Punjab Distributors,207117,-8,Paid
INV-18407,Mumbai Fresh Mart,74747,104,Pending
INV-18408,Gujarat Supermarkets,59394,98,Pending
INV-18409,Gujarat Supermarkets,97995,40,Pending
INV-18410,Gujarat Supermarkets,22247,120,Pending
INV-18411,Delhi Mega Stores,63212,41,Pending
INV-18412,Mumbai Fresh Mart,77921,96,Pending
INV-18413,Mumbai Fresh Mart,95657,58,Pending
INV-18414,Rajasthan Traders,338194,-8,Paid
INV-18415,Delhi Mega Stores,69009,13,Pending
INV-18416,Gujarat Supermarkets,45989,84,Pending
INV-18417,Mumbai Fresh Mart,93376,8,Pending
INV-18418,Delhi Mega Stores,94808,104,Pending
INV-18419,Rajasthan Traders,78779,90,Pending
INV-18420,Mumbai Fresh Mart,87033,13,Pending
INV-18421,Punjab Distributors,35107,8,Pending
INV-18422,Gujarat Supermarkets,32332,26,Pending
INV-18423,Punjab Distributors,88377,84,Pending
INV-18424,Delhi Mega Stores,19600,95,Pending
INV-18425,Delhi Mega Stores,65760,82,Pending
INV-18426,Gujarat Supermarkets,63876,1,Pending
INV-18427,Mumbai Fresh Mart,80515,22,Pending
INV-18428,Rajasthan Traders,83252,66,Pending
INV-18429,Mumbai Fresh Mart,41517,22,Pending
INV-18430,Punjab Distributors,24239,100,Pending
INV-18431,Mumbai Fresh Mart,84736,79,Pending
INV-18432,Delhi Mega Stores,22100,98,Pending
INV-18433,Delhi Mega Stores,41041,43,Pending
INV-18434,Punjab Distributors,72189,78,Pending
INV-18435,Mumbai Fresh Mart,79853,48,Pending
INV-18436,Delhi Mega Stores,20926,14,Pending
INV-18437,Mumbai Fresh Mart,46715,32,Pending
INV-18438,Delhi Mega Stores,22397,43,Pending
INV-18439,Punjab Distributors,65854,48,Pending
INV-18440,Mumbai Fresh Mart,229322,-8,Paid
INV-18441,Punjab Distributors,32951,47,Pending
INV-18442,Rajasthan Traders,38788,30,Pending
INV-18443,Punjab Distributors,87404,7,Pending
INV-18444,Rajasthan Traders,62900,119,Pending
INV-18445,Punjab Distributors,73162,112,Pending
INV-18446,Rajasthan Traders,83698,44,Pending
INV-18447,Rajasthan Traders,85536,89,Pending
INV-18448,Punjab Distributors,29465,69,Pending
INV-18449,Rajasthan Traders,33602,60,Pending
INV-18450,Rajasthan Traders,43546,21,Pending
INV-18451,Delhi Mega Stores,66610,36,Pending
INV-18452,Gujarat Supermarkets,82711,3,Pending
INV-18453,Mumbai Fresh Mart,12487,30,Pending
INV-18454,Gujarat Supermarkets,34984,16,Pending
INV-18455,Punjab Distributors,96804,57,Pending
INV-18456,Punjab Distributors,60152,47,Pending
INV-18457,Rajasthan Traders,63107,86,Pending
INV-18458,Punjab Distributors,42786,42,Pending
INV-18459,Mumbai Fresh Mart,74799,20,Pending
INV-18460,Gujarat Supermarkets,42189,97,Pending
INV-18461,Gujarat Supermarkets,72677,34,Pending
INV-18462,Rajasthan Traders,20804,61,Pending
INV-18463,Gujarat Supermarkets,34981,18,Pending
INV-18464,Gujarat Supermarkets,21734,19,Pending
INV-18465,Punjab Distributors,34427,81,Pending
INV-18466,Delhi Mega Stores,71765,11,Pending
INV-18467,Punjab Distributors,23467,69,Pending
INV-18468,Delhi Mega Stores,55455,29,Pending
INV-18469,Punjab Distributors,66337,48,Pending
INV-18470,Delhi Mega Stores,75253,33,Pending
INV-18471,Gujarat Supermarkets,48835,74,Pending
INV-18472,Punjab Distributors,353830,-4,Paid
INV-18473,Rajasthan Traders,68078,20,Pending
INV-18474,Gujarat Supermarkets,53978,120,Pending
INV-18475,Mumbai Fresh Mart,11115,79,Pending
INV-18476,Gujarat Supermarkets,93151,97,Pending
INV-18477,Punjab Distributors,70350,59,Pending
INV-18478,Punjab Distributors,68893,41,Pending
INV-18479,Punjab Distributors,30216,4,Pending
INV-18480,Punjab Distributors,62083,6,Pending
INV-18481,Punjab Distributors,42968,61,Pending
INV-18482,Mumbai Fresh Mart,357517,-5,Paid
INV-18483,Rajasthan Traders,23653,67,Pending
INV-18484,Mumbai Fresh Mart,90792,104,Pending
INV-18485,Punjab Distributors,27766,111,Pending
INV-18486,Punjab Distributors,21004,106,Pending
INV-18487,Rajasthan Traders,10540,106,Pending
INV-18488,Mumbai Fresh Mart,321309,0,Paid
INV-18489,Delhi Mega Stores,60973,36,Pending
INV-18490,Gujarat Supermarkets,66852,109,Pending
INV-18491,Rajasthan Traders,46182,43,Pending
INV-18492,Delhi Mega Stores,77820,36,Pending
INV-18493,Gujarat Supermarkets,91038,55,Pending
INV-18494,Gujarat Supermarkets,97393,99,Pending
INV-18495,Mumbai Fresh Mart,25145,109,Pending
INV-18496,Gujarat Supermarkets,42573,19,Pending
INV-18497,Gujarat Supermarkets,65734,79,Pending
INV-18498,Rajasthan Traders,114236,-2,Paid
INV-18499,Mumbai Fresh Mart,96523,11,Pending
INV-18500,Rajasthan Traders,18184,53,Pending
INV-18501,Gujarat Supermarkets,54520,48,Pending
INV-18502,Rajasthan Traders,36852,100,Pending
INV-18503,Delhi Mega Stores,64180,14,Pending
INV-18504,Rajasthan Traders,46137,108,Pending
INV-18505,Punjab Distributors,44607,66,Pending
INV-18506,Punjab Distributors,75067,29,Pending
INV-18507,Mumbai Fresh Mart,44254,64,Pending
INV-18508,Rajasthan Traders,61965,28,Pending
INV-18509,Rajasthan Traders,10098,7,Pending
INV-18510,Mumbai Fresh Mart,44150,16,Pending
INV-18511,Rajasthan Traders,76155,18,Pending
INV-18512,Mumbai Fresh Mart,79057,49,Pending
INV-18513,Mumbai Fresh Mart,98283,9,Pending
INV-18514,Delhi Mega Stores,43858,26,Pending
INV-18515,Punjab Distributors,43235,104,Pending
INV-18516,Mumbai Fresh Mart,70375,26,Pending
INV-18517,Rajasthan Traders,50193,99,Pending
INV-18518,Gujarat Supermarkets,32769,6,Pending
INV-18519,Gujarat Supermarkets,81326,21,Pending
INV-18520,Delhi Mega Stores,36328,37,Pending
INV-18521,Rajasthan Traders,99928,19,Pending
INV-18522,Gujarat Supermarkets,38271,106,Pending
INV-18523,Delhi Mega Stores,50674,48,Pending
INV-18524,Rajasthan Traders,81707,95,Pending
INV-18525,Punjab Distributors,36996,51,Pending
INV-18526,Rajasthan Traders,59478,88,Pending
INV-18527,Gujarat Supermarkets,31913,35,Pending
INV-18528,Rajasthan Traders,25396,17,Pending
INV-18529,Mumbai Fresh Mart,41428,99,Pending
INV-18530,Gujarat Supermarkets,13083,112,Pending
INV-18531,Rajasthan Traders,99453,80,Pending
INV-18532,Punjab Distributors,50879,67,Pending
INV-18533,Mumbai Fresh Mart,64421,35,Pending
INV-18534,Gujarat Supermarkets,18116,95,Pending
INV-18535,Rajasthan Traders,79875,119,Pending
INV-18536,Delhi Mega Stores,89071,65,Pending
INV-18537,Gujarat Supermarkets,30220,118,Pending
INV-18538,Rajasthan Traders,64347,31,Pending
INV-18539,Rajasthan Traders,43308,24,Pending
INV-18540,Mumbai Fresh Mart,47495,1,Pending
INV-18541,Punjab Distributors,62997,37,Pending
INV-18542,Gujarat Supermarkets,11020,1,Pending
INV-18543,Gujarat Supermarkets,89764,81,Pending
INV-18544,Delhi Mega Stores,67783,99,Pending
INV-18545,Mumbai Fresh Mart,332082,-2,Paid
INV-18546,Gujarat Supermarkets,99825,113,Pending
INV-18547,Rajasthan Traders,20943,27,Pending
INV-18548,Mumbai Fresh Mart,91541,83,Pending
INV-18549,Rajasthan Traders,61975,100,Pending
INV-18550,Mumbai Fresh Mart,30681,81,Pending
INV-18551,Punjab Distributors,77919,1,Pending
INV-18552,Delhi Mega Stores,43657,16,Pending
INV-18553,Rajasthan Traders,82023,68,Pending
INV-18554,Mumbai Fresh Mart,79514,61,Pending
INV-18555,Mumbai Fresh Mart,332904,-1,Paid
INV-18556,Punjab Distributors,70187,1,Pending
INV-18557,Punjab Distributors,87147,81,Pending
INV-18558,Punjab Distributors,52184,1,Pending
INV-18559,Mumbai Fresh Mart,66063,42,Pending
INV-18560,Rajasthan Traders,95623,36,Pending
INV-18561,Gujarat Supermarkets,27670,19,Pending
INV-18562,Delhi Mega Stores,96007,84,Pending
INV-18563,Mumbai Fresh Mart,61951,78,Pending
INV-18564,Rajasthan Traders,13390,16,Pending
INV-18565,Delhi Mega Stores,98058,94,Pending
INV-18566,Punjab Distributors,81160,51,Pending
INV-18567,Delhi Mega Stores,89101,120,Pending
INV-18568,Mumbai Fresh Mart,65230,15,Pending
INV-18569,Delhi Mega Stores,29858,103,Pending
INV-18570,Gujarat Supermarkets,55520,13,Pending
INV-18571,Punjab Distributors,82868,48,Pending
INV-18572,Gujarat Supermarkets,19421,112,Pending
INV-18573,Punjab Distributors,40795,35,Pending
INV-18574,Mumbai Fresh Mart,92177,100,Pending
INV-18575,Delhi Mega Stores,95016,16,Pending
INV-18576,Rajasthan Traders,58752,51,Pending
INV-18577,Mumbai Fresh Mart,18530,1,Pending
INV-18578,Gujarat Supermarkets,44375,25,Pending
INV-18579,Punjab Distributors,18991,9,Pending
INV-18580,Delhi Mega Stores,54068,106,Pending
INV-18581,Mumbai Fresh Mart,26916,6,Pending
INV-18582,Punjab Distributors,56200,48,Pending
INV-18583,Punjab Distributors,317034,-9,Paid
INV-18584,Mumbai Fresh Mart,79563,81,Pending
INV-18585,Gujarat Supermarkets,84217,105,Pending
INV-18586,Rajasthan Traders,95536,22,Pending
INV-18587,Mumbai Fresh Mart,83182,72,Pending
INV-18588,Gujarat Supermarkets,52687,98,Pending
INV-18589,Mumbai Fresh Mart,89878,47,Pending
INV-18590,Mumbai Fresh Mart,79565,76,Pending
INV-18591,Mumbai Fresh Mart,29875,104,Pending
INV-18592,Rajasthan Traders,30629,2,Pending
INV-18593,Punjab Distributors,77130,48,Pending
INV-18594,Punjab Distributors,49098,-5,Paid
INV-18595,Delhi Mega Stores,57844,22,Pending
INV-18596,Rajasthan Traders,79975,100,Pending
INV-18597,Gujarat Supermarkets,54755,33,Pending
INV-18598,Delhi Mega Stores,11121,5,Pending
INV-18599,Delhi Mega Stores,22406,55,Pending
INV-18600,Delhi Mega Stores,64358,31,Pending
INV-18601,Punjab Distributors,382204,-1,Paid
INV-18602,Delhi Mega Stores,97157,51,Pending
INV-18603,Rajasthan Traders,27643,22,Pending
INV-18604,Gujarat Supermarkets,68208,105,Pending
INV-18605,Punjab Distributors,84195,119,Pending
INV-18606,Gujarat Supermarkets,63461,102,Pending
INV-18607,Punjab Distributors,16279,119,Pending
INV-18608,Rajasthan Traders,14815,112,Pending
INV-18609,Gujarat Supermarkets,51322,47,Pending
INV-18610,Delhi Mega Stores,72298,41,Pending
INV-18611,Delhi Mega Stores,88604,92,Pending
INV-18612,Mumbai Fresh Mart,98843,110,Pending
INV-18613,Punjab Distributors,44926,4,Pending
INV-18614,Mumbai Fresh Mart,88994,37,Pending
INV-18615,Punjab Distributors,17010,38,Pending
INV-18616,Mumbai Fresh Mart,18285,29,Pending
INV-18617,Mumbai Fresh Mart,29770,56,Pending
INV-18618,Gujarat Supermarkets,19545,73,Pending
INV-18619,Delhi Mega Stores,78636,118,Pending
INV-18620,Punjab Distributors,54250,12,Pending
INV-18621,Rajasthan Traders,139999,-5,Paid
INV-18622,Delhi Mega Stores,83483,75,Pending
INV-18623,Rajasthan Traders,20289,63,Pending
INV-18624,Delhi Mega Stores,38029,119,Pending
INV-18625,Gujarat Supermarkets,82206,67,Pending
INV-18626,Mumbai Fresh Mart,24734,26,Pending
INV-18627,Rajasthan Traders,59242,95,Pending
INV-18628,Delhi Mega Stores,61075,64,Pending
INV-18629,Gujarat Supermarkets,60042,118,Pending
INV-18630,Gujarat Supermarkets,13703,116,Pending
INV-18631,Gujarat Supermarkets,92829,78,Pending
INV-18632,Mumbai Fresh Mart,65160,56,Pending
INV-18633,Gujarat Supermarkets,19665,93,Pending
INV-18634,Mumbai Fresh Mart,19786,24,Pending
INV-18635,Delhi Mega Stores,84029,77,Pending
INV-18636,Mumbai Fresh Mart,48333,110,Pending
INV-18637,Gujarat Supermarkets,50294,94,Pending
INV-18638,Mumbai Fresh Mart,31513,73,Pending
INV-18639,Mumbai Fresh Mart,82351,0,Paid
INV-18640,Rajasthan Traders,41825,83,Pending
INV-18641,Delhi Mega Stores,169468,-3,Paid
INV-18642,Gujarat Supermarkets,38073,29,Pending
INV-18643,Rajasthan Traders,38206,32,Pending
INV-18644,Rajasthan Traders,34471,97,Pending
INV-18645,Punjab Distributors,75995,25,Pending
INV-18646,Punjab Distributors,46577,64,Pending
INV-18647,Mumbai Fresh Mart,92177,35,Pending
INV-18648,Rajasthan Traders,67917,24,Pending
INV-18649,Gujarat Supermarkets,370510,-4,Paid
INV-18650,Punjab Distributors,40408,54,Pending
INV-18651,Mumbai Fresh Mart,72621,64,Pending
INV-18652,Mumbai Fresh Mart,92000,76,Pending
INV-18653,Punjab Distributors,40749,91,Pending
INV-18654,Rajasthan Traders,61268,102,Pending
INV-18655,Rajasthan Traders,99741,48,Pending
INV-18656,Rajasthan Traders,49550,116,Pending
INV-18657,Gujarat Supermarkets,41724,114,Pending
INV-18658,Gujarat Supermarkets,61645,114,Pending
INV-18659,Rajasthan Traders,28261,76,Pending
INV-18660,Mumbai Fresh Mart,75809,117,Pending
INV-18661,Punjab Distributors,32420,35,Pending
INV-18662,Mumbai Fresh Mart,49326,106,Pending
INV-18663,Rajasthan Traders,42181,94,Pending
INV-18664,Gujarat Supermarkets,64948,30,Pending
INV-18665,Gujarat Supermarkets,88777,92,Pending
INV-18666,Punjab Distributors,73604,13,Pending
INV-18667,Rajasthan Traders,72025,11,Pending
INV-18668,Rajasthan Traders,36055,1,Pending
INV-18669,Gujarat Supermarkets,38216,40,Pending
INV-18670,Delhi Mega Stores,43590,59,Pending
INV-18671,Rajasthan Traders,481110,-3,Paid
INV-18672,Gujarat Supermarkets,34879,108,Pending
INV-18673,Delhi Mega Stores,96371,51,Pending
INV-18674,Punjab Distributors,22609,84,Pending
INV-18675,Punjab Distributors,25970,44,Pending
INV-18676,Rajasthan Traders,27506,5,Pending
INV-18677,Rajasthan Traders,64228,87,Pending
INV-18678,Rajasthan Traders,28958,67,Pending
INV-18679,Punjab Distributors,19689,80,Pending
INV-18680,Rajasthan Traders,80109,-4,Paid
INV-18681,Punjab Distributors,87148,112,Pending
INV-18682,Delhi Mega Stores,36013,22,Pending
INV-18683,Mumbai Fresh Mart,90652,69,Pending
INV-18684,Gujarat Supermarkets,89750,9,Pending
INV-18685,Delhi Mega Stores,98152,24,Pending
INV-18686,Mumbai Fresh Mart,92787,19,Pending
INV-18687,Punjab Distributors,34376,51,Pending
INV-18688,Rajasthan Traders,52076,1,Pending
INV-18689,Punjab Distributors,28673,88,Pending
INV-18690,Rajasthan Traders,30219,116,Pending
INV-18691,Mumbai Fresh Mart,18352,89,Pending
INV-18692,Gujarat Supermarkets,98900,27,Pending
INV-18693,Rajasthan Traders,24668,20,Pending
INV-18694,Mumbai Fresh Mart,24080,113,Pending
INV-18695,Gujarat Supermarkets,13362,49,Pending
INV-18696,Punjab Distributors,69978,47,Pending
INV-18697,Delhi Mega Stores,19309,43,Pending
INV-18698,Gujarat Supermarkets,38093,91,Pending
INV-18699,Rajasthan Traders,75942,70,Pending
INV-18700,Delhi Mega Stores,40718,13,Pending
INV-18701,Punjab Distributors,25606,31,Pending
INV-18702,Mumbai Fresh Mart,56014,97,Pending
INV-18703,Mumbai Fresh Mart,35931,99,Pending
INV-18704,Mumbai Fresh Mart,61395,95,Pending
INV-18705,Rajasthan Traders,21788,74,Pending
INV-18706,Delhi Mega Stores,45964,58,Pending
INV-18707,Rajasthan Traders,25109,25,Pending
INV-18708,Mumbai Fresh Mart,29020,45,Pending
INV-18709,Rajasthan Traders,29658,23,Pending
INV-18710,Rajasthan Traders,52974,36,Pending
INV-18711,Punjab Distributors,23526,34,Pending
INV-18712,Punjab Distributors,36064,114,Pending
INV-18713,Mumbai Fresh Mart,75860,19,Pending
INV-18714,Delhi Mega Stores,167211,-5,Paid
INV-18715,Punjab Distributors,47415,24,Pending
INV-18716,Mumbai Fresh Mart,43282,59,Pending
INV-18717,Punjab Distributors,35734,96,Pending
INV-18718,Punjab Distributors,49655,22,Pending
INV-18719,Delhi Mega Stores,43028,51,Pending
INV-18720,Mumbai Fresh Mart,44812,105,Pending
INV-18721,Punjab Distributors,354334,-6,Paid
INV-18722,Rajasthan Traders,12259,94,Pending
INV-18723,Punjab Distributors,35448,25,Pending
INV-18724,Gujarat Supermarkets,36937,92,Pending
INV-18725,Rajasthan Traders,177125,-5,Paid
INV-18726,Mumbai Fresh Mart,59090,55,Pending
INV-18727,Punjab Distributors,76254,31,Pending
INV-18728,Mumbai Fresh Mart,80487,14,Pending
INV-18729,Rajasthan Traders,98416,41,Pending
INV-18730,Gujarat Supermarkets,75786,66,Pending
INV-18731,Punjab Distributors,86442,72,Pending
INV-18732,Gujarat Supermarkets,55562,7,Pending
INV-18733,Mumbai Fresh Mart,11934,28,Pending
INV-18734,Mumbai Fresh Mart,58113,89,Pending
INV-18735,Gujarat Supermarkets,34146,11,Pending
INV-18736,Rajasthan Traders,27215,67,Pending
INV-18737,Mumbai Fresh Mart,74338,111,Pending
INV-18738,Mumbai Fresh Mart,90749,113,Pending
INV-18739,Rajasthan Traders,97010,47,Pending
INV-18740,Punjab Distributors,99084,35,Pending
INV-18741,Punjab Distributors,14180,78,Pending
INV-18742,Punjab Distributors,31300,20,Pending
INV-18743,Rajasthan Traders,75411,26,Pending
INV-18744,Delhi Mega Stores,48423,31,Pending
INV-18745,Mumbai Fresh Mart,15366,71,Pending
INV-18746,Punjab Distributors,50550,95,Pending
INV-18747,Punjab Distributors,79623,23,Pending
INV-18748,Rajasthan Traders,35194,63,Pending
INV-18749,Delhi Mega Stores,95798,88,Pending
INV-18750,Punjab Distributors,33327,33,Pending
INV-18751,Gujarat Supermarkets,42679,39,Pending
INV-18752,Gujarat Supermarkets,57983,51,Pending
INV-18753,Rajasthan Traders,87555,116,Pending
INV-18754,Delhi Mega Stores,97840,47,Pending
INV-18755,Gujarat Supermarkets,70332,39,Pending
INV-18756,Mumbai Fresh Mart,93404,54,Pending
INV-18757,Delhi Mega Stores,68601,97,Pending
INV-18758,Delhi Mega Stores,24877,72,Pending
INV-18759,Rajasthan Traders,14332,85,Pending
INV-18760,Delhi Mega Stores,54395,47,Pending
INV-18761,Gujarat Supermarkets,53932,99,Pending
INV-18762,Gujarat Supermarkets,46359,14,Pending
INV-18763,Delhi Mega Stores,30100,92,Pending
INV-18764,Gujarat Supermarkets,44536,54,Pending
INV-18765,Delhi Mega Stores,52400,67,Pending
INV-18766,Delhi Mega Stores,36971,49,Pending
INV-18767,Gujarat Supermarkets,69174,109,Pending
INV-18768,Delhi Mega Stores,83423,87,Pending
INV-18769,Delhi Mega Stores,54315,55,Pending
INV-18770,Punjab Distributors,35932,15,Pending
INV-18771,Delhi Mega Stores,10356,73,Pending
INV-18772,Punjab Distributors,263826,-5,Paid
INV-18773,Gujarat Supermarkets,86685,71,Pending
INV-18774,Delhi Mega Stores,88416,40,Pending
INV-18775,Gujarat Supermarkets,21338,87,Pending
INV-18776,Punjab Distributors,60318,14,Pending
INV-18777,Delhi Mega Stores,80220,67,Pending
INV-18778,Mumbai Fresh Mart,12336,100,Pending
INV-18779,Mumbai Fresh Mart,94709,13,Pending
INV-18780,Delhi Mega Stores,12630,5,Pending
INV-18781,Delhi Mega Stores,19297,50,Pending
INV-18782,Mumbai Fresh Mart,46730,60,Pending
INV-18783,Mumbai Fresh Mart,97430,100,Pending
INV-18784,Gujarat Supermarkets,31373,6,Pending
INV-18785,Gujarat Supermarkets,44224,119,Pending
INV-18786,Gujarat Supermarkets,92987,96,Pending
INV-18787,Mumbai Fresh Mart,23022,11,Pending
INV-18788,Punjab Distributors,43060,97,Pending
INV-18789,Delhi Mega Stores,92558,53,Pending
INV-18790,Rajasthan Traders,251070,-7,Paid
INV-18791,Punjab Distributors,36314,36,Pending
INV-18792,Gujarat Supermarkets,51730,29,Pending
INV-18793,Delhi Mega Stores,81680,71,Pending
INV-18794,Delhi Mega Stores,14029,53,Pending
INV-18795,Punjab Distributors,83487,12,Pending
INV-18796,Punjab Distributors,71006,112,Pending
INV-18797,Mumbai Fresh Mart,44268,23,Pending
INV-18798,Delhi Mega Stores,52135,54,Pending
INV-18799,Rajasthan Traders,69554,54,Pending
INV-18800,Punjab Distributors,94952,34,Pending
INV-18801,Gujarat Supermarkets,35193,111,Pending
INV-18802,Gujarat Supermarkets,56440,78,Pending
INV-18803,Rajasthan Traders,55331,55,Pending
INV-18804,Punjab Distributors,72061,111,Pending
INV-18805,Delhi Mega Stores,68624,58,Pending
INV-18806,Rajasthan Traders,98691,20,Pending
INV-18807,Delhi Mega Stores,89171,25,Pending
INV-18808,Punjab Distributors,80976,97,Pending
INV-18809,Delhi Mega Stores,40549,74,Pending
INV-18810,Mumbai Fresh Mart,77490,103,Pending
INV-18811,Gujarat Supermarkets,76028,97,Pending
INV-18812,Punjab Distributors,49434,114,Pending
INV-18813,Mumbai Fresh Mart,72038,84,Pending
INV-18814,Delhi Mega Stores,244068,-10,Paid
INV-18815,Gujarat Supermarkets,69978,115,Pending
INV-18816,Delhi Mega Stores,94185,85,Pending
INV-18817,Gujarat Supermarkets,91641,103,Pending
INV-18818,Delhi Mega Stores,35822,120,Pending
INV-18819,Rajasthan Traders,94302,18,Pending
INV-18820,Punjab Distributors,89424,80,Pending
INV-18821,Gujarat Supermarkets,36201,82,Pending
